Keyword,Search Volume,CPC,Competition,Keyword Difficulty,Unnamed: 0,cpc,vol,v,competition,score
guide email campaign meaning,43.0,1.72,0.8,45.5,,,,,,
email campaign meaning tips,14701.0,3.59,0.52,14.6,,,,,,
email campaign meaning near me,481.0,4.58,0.17,37.7,,,,,,
email campaign meaning price,548.0,8.13,0.55,65.9,,,,,,
email campaign meaning software,76.0,2.97,0.35,25.1,,,,,,
email campaign meaning course,183.0,2.32,0.28,21.4,,,,,,
examples email campaign meaning,235.0,8.38,0.86,86.6,,,,,,
email campaign meaning app,198.0,3.08,0.29,69.5,,,,,,
email campaign meaning review,283.0,6.21,0.12,9.3,,,,,,
email campaign meaning checklist,227.0,1.43,0.15,25.7,,,,,,
template email campaign meaning,2081.0,0.51,0.91,83.9,,,,,,
email campaign meaning ideas,297.0,1.86,0.72,27.5,,,,,,
strategy email campaign meaning,117.0,5.38,0.01,84.5,,,,,,
best what is an email campaign,230.0,0.83,0.71,77.4,,,,,,
how to what is an email campaign,65.0,4.67,0.43,68.1,,,,,,
free what is an email campaign,1211.0,2.2,0.02,60.7,,,,,,
for beginners what is an email campaign,1040.0,3.7,0.94,50.2,,,,,,
what is an email campaign tools,3207.0,3.79,0.12,64.5,,,,,,
2026 what is an email campaign,457.0,5.57,0.02,20.7,,,,,,
what is an email campaign vs,7894.0,6.67,0.12,65.1,,,,,,
what is an email campaign guide,48.0,1.63,0.51,63.1,,,,,,
tips what is an email campaign,450.0,5.62,0.77,33.1,,,,,,
what is an email campaign near me,154.0,1.01,0.89,38.9,,,,,,
price what is an email campaign,447.0,3.47,0.65,11.9,,,,,,
what is an email campaign software,4355.0,2.38,0.29,69.6,,,,,,
course what is an email campaign,7435.0,0.74,0.99,9.9,,,,,,
examples what is an email campaign,4860.0,5.41,0.44,73.1,,,,,,
app what is an email campaign,420.0,7.18,0.08,50.0,,,,,,
review what is an email campaign,94.0,4.28,0.24,49.2,,,,,,
what is an email campaign checklist,615.0,4.27,0.78,26.6,,,,,,
what is an email campaign template,809.0,0.64,0.23,36.8,,,,,,
what is an email campaign ideas,284.0,5.13,0.88,53.9,,,,,,
what is an email campaign strategy,1104.0,1.4,0.56,66.5,,,,,,
best email examples best,114.0,3.01,0.32,91.3,,,,,,
best email examples how to,169.0,3.31,0.13,16.4,,,,,,
best email examples free,2207.0,1.01,0.6,50.2,,,,,,
best email examples for beginners,7243.0,2.71,0.96,88.8,,,,,,
best email examples tools,3347.0,7.55,0.36,19.7,,,,,,
2026 best email examples,20381.0,7.68,0.73,83.9,,,,,,
vs best email examples,336.0,4.6,0.99,91.3,,,,,,
guide best email examples,576.0,5.28,0.26,83.8,,,,,,
best email examples tips,2131.0,3.75,0.59,55.5,,,,,,
best email examples near me,2178.0,2.16,0.35,6.3,,,,,,
price best email examples,45.0,3.29,0.33,51.1,,,,,,
software best email examples,636.0,3.2,0.69,9.0,,,,,,
course best email examples,9458.0,5.55,0.96,42.2,,,,,,
best email examples examples,4079.0,0.51,0.24,48.0,,,,,,
app best email examples,675.0,5.59,0.18,34.4,,,,,,
best email examples review,63.0,4.75,0.74,10.2,,,,,,
best email examples checklist,2518.0,0.67,0.42,8.6,,,,,,
best email examples template,38.0,1.59,0.52,88.0,,,,,,
best email examples ideas,6368.0,7.46,0.46,84.4,,,,,,
best email examples strategy,414.0,8.33,0.17,77.1,,,,,,
best email campaign examples,1313.0,1.7,0.43,16.6,,,,,,
how to email campaign examples,111.0,0.78,0.9,32.1,,,,,,
free email campaign examples,189.0,5.91,0.19,46.3,,,,,,
for beginners email campaign examples,136.0,2.41,0.14,68.6,,,,,,
email campaign examples tools,813.0,3.16,0.45,68.2,,,,,,
email campaign examples 2026,55.0,6.18,0.84,69.5,,,,,,
email campaign examples vs,9881.0,7.12,0.57,19.9,,,,,,
email campaign examples guide,5134.0,3.86,0.68,38.5,,,,,,
tips email campaign examples,48.0,1.57,0.08,78.8,,,,,,
near me email campaign examples,731.0,6.8,0.77,50.8,,,,,,
price email campaign examples,213.0,6.55,0.11,63.6,,,,,,
email campaign examples software,102.0,6.3,0.83,19.3,,,,,,
email campaign examples course,593.0,1.36,0.04,69.9,,,,,,
examples email campaign examples,658.0,4.95,0.34,26.5,,,,,,
app email campaign examples,1038.0,3.03,0.27,29.1,,,,,,
email campaign examples review,661.0,0.43,0.79,28.0,,,,,,
checklist email campaign examples,173.0,7.57,0.96,38.1,,,,,,
email campaign examples template,71.0,2.16,0.05,85.8,,,,,,
email campaign examples ideas,165.0,3.93,0.65,31.1,,,,,,
strategy email campaign examples,2106.0,4.0,0.36,78.4,,,,,,
best email campaigns examples,638.0,3.2,0.04,12.4,,,,,,
email campaigns examples how to,632.0,1.55,0.86,76.8,,,,,,
free email campaigns examples,40.0,5.69,0.12,67.9,,,,,,
email campaigns examples for beginners,248.0,8.6,0.87,26.0,,,,,,
tools email campaigns examples,644.0,0.44,0.03,20.3,,,,,,
2026 email campaigns examples,114.0,0.34,0.99,53.0,,,,,,
email campaigns examples vs,256.0,4.78,0.47,60.2,,,,,,
guide email campaigns examples,257.0,4.49,0.0,82.4,,,,,,
email campaigns examples tips,202.0,8.98,0.58,16.1,,,,,,
email campaigns examples near me,120.0,8.88,0.43,25.7,,,,,,
price email campaigns examples,662.0,0.68,0.86,6.4,,,,,,
software email campaigns examples,2528.0,0.87,0.72,74.4,,,,,,
course email campaigns examples,330.0,0.72,0.73,14.5,,,,,,
email campaigns examples examples,1311.0,7.15,0.81,80.8,,,,,,
email campaigns examples app,336.0,7.65,0.36,67.6,,,,,,
review email campaigns examples,2990.0,2.63,0.65,17.0,,,,,,
checklist email campaigns examples,310.0,1.18,0.7,43.8,,,,,,
email campaigns examples template,35.0,6.53,0.59,81.4,,,,,,
ideas email campaigns examples,2868.0,1.87,0.15,43.9,,,,,,
email campaigns examples strategy,2206.0,4.09,0.59,79.9,,,,,,
best campaign email examples,62.0,8.14,0.81,11.1,,,,,,
campaign email examples how to,1671.0,6.05,0.56,49.5,,,,,,
free campaign email examples,54.0,3.57,0.87,92.5,,,,,,
for beginners campaign email examples,14223.0,1.19,0.21,43.0,,,,,,
campaign email examples tools,546.0,6.1,0.42,29.6,,,,,,
campaign email examples 2026,150.0,6.48,0.09,81.4,,,,,,
campaign email examples vs,292.0,8.94,0.19,14.1,,,,,,
guide campaign email examples,612.0,1.01,0.0,12.1,,,,,,
tips campaign email examples,703.0,7.04,0.86,18.0,,,,,,
campaign email examples near me,293.0,2.72,0.24,75.8,,,,,,
campaign email examples price,71.0,6.13,0.82,32.1,,,,,,
campaign email examples software,20.0,3.02,0.67,66.0,,,,,,
course campaign email examples,44.0,1.44,0.49,51.0,,,,,,
examples campaign email examples,67.0,8.23,0.97,70.5,,,,,,
campaign email examples app,235.0,5.56,0.59,21.3,,,,,,
review campaign email examples,3814.0,3.18,0.83,43.0,,,,,,
checklist campaign email examples,51.0,5.15,0.21,59.0,,,,,,
campaign email examples template,211.0,1.48,0.99,74.5,,,,,,
campaign email examples ideas,565.0,3.61,0.72,64.0,,,,,,
strategy campaign email examples,530.0,4.22,0.67,44.7,,,,,,
best email questions and answers,247.0,7.03,0.01,24.4,,,,,,
email questions and answers how to,1971.0,4.66,0.36,41.4,,,,,,
email questions and answers free,108.0,8.67,0.84,80.7,,,,,,
email questions and answers for beginners,483.0,5.45,0.66,23.2,,,,,,
tools email questions and answers,52.0,2.51,0.31,81.1,,,,,,
2026 email questions and answers,186.0,7.41,0.81,40.1,,,,,,
vs email questions and answers,2263.0,4.63,0.12,43.4,,,,,,
guide email questions and answers,1314.0,4.27,0.65,60.3,,,,,,
email questions and answers tips,3216.0,3.29,0.84,83.3,,,,,,
email questions and answers near me,20.0,5.28,0.98,13.5,,,,,,
price email questions and answers,90.0,2.91,0.05,9.7,,,,,,
email questions and answers software,962.0,6.36,0.18,82.2,,,,,,
email questions and answers course,39.0,1.24,0.84,86.8,,,,,,
examples email questions and answers,62.0,3.38,0.71,57.1,,,,,,
email questions and answers app,5112.0,2.76,0.41,86.3,,,,,,
email questions and answers review,735.0,2.93,0.76,82.4,,,,,,
email questions and answers checklist,79.0,5.19,0.67,65.4,,,,,,
template email questions and answers,76.0,2.84,0.58,43.6,,,,,,
email questions and answers ideas,706.0,1.5,0.94,11.1,,,,,,
strategy email questions and answers,366.0,0.3,0.22,38.9,,,,,,
best email process interview questions,834.0,5.91,0.23,7.3,,,,,,
email process interview questions how to,6395.0,3.38,0.95,9.0,,,,,,
free email process interview questions,2875.0,6.35,0.64,5.7,,,,,,
for beginners email process interview questions,106.0,7.0,0.19,69.5,,,,,,
tools email process interview questions,217.0,1.75,0.67,71.3,,,,,,
email process interview questions 2026,2659.0,1.67,0.29,73.7,,,,,,
email process interview questions vs,174.0,6.71,0.67,65.6,,,,,,
guide email process interview questions,466.0,1.94,0.84,91.8,,,,,,
email process interview questions tips,1833.0,8.98,0.49,70.2,,,,,,
near me email process interview questions,906.0,0.61,0.45,75.8,,,,,,
email process interview questions price,296.0,5.96,0.7,30.7,,,,,,
email process interview questions software,2256.0,2.37,0.09,16.4,,,,,,
email process interview questions course,2738.0,4.08,0.27,82.5,,,,,,
examples email process interview questions,948.0,5.79,0.02,87.2,,,,,,
app email process interview questions,378.0,4.91,0.45,48.4,,,,,,
review email process interview questions,547.0,1.75,0.06,16.4,,,,,,
email process interview questions checklist,102.0,8.05,0.24,33.8,,,,,,
email process interview questions template,1052.0,5.63,0.53,90.7,,,,,,
ideas email process interview questions,1233.0,7.29,0.37,57.2,,,,,,
email process interview questions strategy,113.0,1.71,0.22,8.5,,,,,,
email marketing,,,,,0.0,1.74,27100.0,27100.0,low,0.435
emailing marketing,,,,,1.0,1.74,27100.0,27100.0,low,0.435
marketing emails,,,,,2.0,1.44,22200.0,22200.0,low,0.36
email templates,,,,,3.0,0.91,9900.0,9900.0,low,0.2275
what is email advertising,,,,,4.0,0.49,6600.0,6600.0,low,0.1225
what is email marketing,,,,,5.0,0.49,6600.0,6600.0,low,0.1225
email marketing tools,,,,,6.0,2.43,5400.0,5400.0,low,0.6075
images of email,,,,,7.0,0.0,3600.0,3600.0,low,0.0
email images,,,,,8.0,0.0,3600.0,3600.0,low,0.0
image for email,,,,,9.0,0.0,3600.0,3600.0,low,0.0
e mail marketing meaning,,,,,10.0,0.22,1900.0,1900.0,low,0.055
email advertising examples,,,,,12.0,1.02,1900.0,1900.0,low,0.255
email marketing example,,,,,13.0,1.0,1900.0,1900.0,low,0.25
email marketing sample,,,,,14.0,1.02,1900.0,1900.0,low,0.255
examples of email marketing,,,,,15.0,1.02,1900.0,1900.0,low,0.255
marketing email examples,,,,,16.0,1.02,1900.0,1900.0,low,0.255
email marketing meaning,,,,,17.0,0.22,1900.0,1900.0,low,0.055
marketing email sample,,,,,18.0,1.02,1900.0,1900.0,low,0.255
marketing email templates,,,,,19.0,1.05,1900.0,1900.0,low,0.2625
email templates for marketing,,,,,20.0,1.05,1900.0,1900.0,low,0.2625
email promotion template,,,,,21.0,1.05,1900.0,1900.0,low,0.2625
marketing email template,,,,,23.0,1.05,1900.0,1900.0,low,0.2625
email marketing templates,,,,,24.0,1.05,1900.0,1900.0,low,0.2625
email campaign,,,,,25.0,2.69,1600.0,1600.0,low,0.6725
email campaigns,,,,,26.0,2.69,1600.0,1600.0,low,0.6725
jobs for email marketing,,,,,27.0,0.07,1600.0,1600.0,low,0.0175
marketing email jobs,,,,,28.0,0.07,1600.0,1600.0,low,0.0175
email advertising jobs,,,,,29.0,0.07,1600.0,1600.0,low,0.0175
email marketing careers,,,,,30.0,0.07,1600.0,1600.0,low,0.0175
careers in email marketing,,,,,31.0,0.07,1600.0,1600.0,low,0.0175
free mailer,,,,,34.0,2.37,1600.0,1600.0,low,0.5925
email marketing positions,,,,,35.0,0.07,1600.0,1600.0,low,0.0175
jobs in email marketing,,,,,36.0,0.07,1600.0,1600.0,low,0.0175
email marketing job,,,,,37.0,0.07,1600.0,1600.0,low,0.0175
emailing campaign,,,,,38.0,2.69,1600.0,1600.0,low,0.6725
email marketing jobs,,,,,39.0,0.07,1600.0,1600.0,low,0.0175
email marketing platform,,,,,40.0,2.02,1300.0,1300.0,low,0.505
email marketing platforms,,,,,41.0,2.02,1300.0,1300.0,low,0.505
email marketing software,,,,,42.0,2.36,1300.0,1300.0,low,0.59
e mail marketing course,,,,,43.0,1.25,1000.0,1000.0,low,0.3125
email marketing definition,,,,,44.0,0.25,1000.0,1000.0,low,0.0625
free email marketing tool,,,,,45.0,2.76,1000.0,1000.0,low,0.69
courses on email marketing,,,,,46.0,1.25,1000.0,1000.0,low,0.3125
email-marketing course,,,,,47.0,1.25,1000.0,1000.0,low,0.3125
email marketing free tools,,,,,48.0,2.76,1000.0,1000.0,low,0.69
email marketing class,,,,,49.0,1.25,1000.0,1000.0,low,0.3125
email marketing in digital marketing,,,,,50.0,1.0,1000.0,1000.0,low,0.25
email marketing course,,,,,51.0,1.25,1000.0,1000.0,low,0.3125
free tools for email marketing,,,,,52.0,2.76,1000.0,1000.0,low,0.69
email marketing strategies,,,,,54.0,1.41,880.0,880.0,low,0.3525
marketing email strategy,,,,,55.0,1.41,880.0,880.0,low,0.3525
how to do email marketing,,,,,56.0,0.92,720.0,720.0,low,0.23
email marketing pics,,,,,57.0,0.0,720.0,720.0,low,0.0
email marketing images,,,,,58.0,0.0,720.0,720.0,low,0.0
email marketing pictures,,,,,59.0,0.0,720.0,720.0,low,0.0
email campaign marketing,,,,,60.0,3.51,720.0,720.0,low,0.8775
marketing email campaign,,,,,61.0,3.51,720.0,720.0,low,0.8775
images of email marketing,,,,,62.0,0.0,720.0,720.0,low,0.0
email marketing campaign,,,,,63.0,2.03,720.0,720.0,low,0.5075
email marketing picture,,,,,64.0,0.0,720.0,720.0,low,0.0
images for email marketing,,,,,65.0,0.0,720.0,720.0,low,0.0
email marketing pic,,,,,66.0,0.0,720.0,720.0,low,0.0
email marketing campaigns,,,,,67.0,3.51,720.0,720.0,low,0.8775
images in email marketing,,,,,68.0,0.0,720.0,720.0,low,0.0
questions on email,,,,,69.0,0.0,590.0,590.0,low,0.0
email advertising,,,,,70.0,1.31,590.0,590.0,low,0.3275
email questions,,,,,71.0,0.0,590.0,590.0,low,0.0
email marketing kya hai,,,,,72.0,0.21,590.0,590.0,low,0.0525
what is email marketing in digital marketing,,,,,73.0,0.37,590.0,590.0,low,0.0925
questions about email,,,,,74.0,0.0,590.0,590.0,low,0.0
email campaign software,,,,,75.0,3.29,480.0,480.0,low,0.8225
strategy for email marketing,,,,,76.0,0.6,480.0,480.0,low,0.15
strategies for email marketing,,,,,77.0,0.6,480.0,480.0,low,0.15
mailing marketing strategies,,,,,78.0,0.6,480.0,480.0,low,0.15
email marketing approach,,,,,79.0,0.6,480.0,480.0,low,0.15
email blast strategy,,,,,80.0,0.6,480.0,480.0,low,0.15
email blast marketing strategies,,,,,81.0,0.6,480.0,480.0,low,0.15
questions for email,,,,,83.0,0.0,480.0,480.0,low,0.0
free email templates,,,,,84.0,0.94,480.0,480.0,low,0.235
e-mail marketing strategies,,,,,85.0,0.6,480.0,480.0,low,0.15
email campaign tools,,,,,86.0,3.47,390.0,390.0,low,0.8675
email campaign tool,,,,,87.0,3.47,390.0,390.0,low,0.8675
emailing software,,,,,88.0,3.0,390.0,390.0,low,0.75
interview questions for email marketing,,,,,89.0,0.04,390.0,390.0,low,0.01
email marketing questions interview,,,,,90.0,0.04,390.0,390.0,low,0.01
email marketing interview questions,,,,,91.0,0.04,390.0,390.0,low,0.01
email marketing in hindi,,,,,92.0,0.0,320.0,320.0,low,0.0
email campaign templates,,,,,93.0,1.34,320.0,320.0,low,0.335
e mail marketing in hindi,,,,,94.0,0.0,320.0,320.0,low,0.0
free email marketing courses,,,,,95.0,0.21,320.0,320.0,low,0.0525
email marketing free course,,,,,96.0,0.21,320.0,320.0,low,0.0525
email tools,,,,,97.0,2.28,320.0,320.0,low,0.57
free email marketing,,,,,98.0,1.56,320.0,320.0,low,0.39
email marketing courses free,,,,,99.0,0.58,260.0,260.0,low,0.145
email marketing course free,,,,,100.0,0.58,260.0,260.0,low,0.145
ईमेल मार्केटिंग क्या है,,,,,101.0,0.43,260.0,260.0,low,0.1075
email marketing jobs work from home,,,,,104.0,0.0,260.0,260.0,low,0.0
work home jobs email marketing,,,,,105.0,0.0,260.0,260.0,low,0.0
what is email campaign,,,,,108.0,0.0,210.0,210.0,low,0.0
free email marketing software,,,,,109.0,1.38,210.0,210.0,low,0.345
email campaign meaning,,,,,110.0,12.51,210.0,210.0,medium,3.1275
what is an email campaign,,,,,111.0,0.0,210.0,210.0,low,0.0
best email examples,,,,,112.0,2.57,210.0,210.0,low,0.6425
email campaign examples,,,,,113.0,1.18,210.0,210.0,low,0.295
email campaigns examples,,,,,114.0,1.18,210.0,210.0,low,0.295
campaign email examples,,,,,115.0,1.18,210.0,210.0,low,0.295
email questions and answers,,,,,116.0,0.0,170.0,170.0,low,0.0
email process interview questions,,,,,117.0,0.0,140.0,140.0,low,0.0
